label,text
neutral,@USAirways I'm flying with you this Summer. Will I be able to leave Miami Airport during my 12 hour stopover there?
positive,@USAirways the plane crew has been as professional and courteous as the gate agents were flustered.
negative,@USAirways nervous for flight tomrw out of key west not friendly customer service
negative,"@USAirways I was calling before I left, and as it turns out @united answered their phones instead and they rebooked my USAir flight."
positive,@USAirways Thank you for your help today.  I have been a loyal US airways customer and i appreciate your responding to my tweets.
positive,@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!
negative,@USAirways @AmericanAir won't even refund for a flight they Cancelled Flightled #horriblecustomerservice
negative,@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(
negative,@USAirways why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers
negative,@USAirways and apologies are thin when you don't even offer hotel vouchers to your stranded customers.
negative,@USAirways I did. They told me it was a 40 min wait &amp; they'd call back. It's already been 45 min. Horrible
negative,@USAirways but only for certain flights from CLT-NYC. The notion that you can't rebook customers for 48 hours is absurd.
negative,@USAirways had to Cancelled Flight 4 of my flights because my versace biceps wouldn't stow completely under the seat in front of me.
negative,"@USAirways it a change fee request from a month ago.  after one hour on phone with your team, I’m told 120 day backlog.  Awful."
negative,"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there"
neutral,@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?
neutral,"@USAirways If I am traveling with an infant in my lap, is there anything I need to do to notify you?"
negative,@USAirways you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious
positive,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!"
negative,"@USAirways status shows ""delayed"" it was just ""waiting for takeoff"" so did it depart? It certainly didn't at 4:17pm. http://t.co/emRUbu4WzD"
negative,@USAirways you're right it's not fun. Especially when I don't have much of a choice. Lol. #curvygirltravels
neutral,@USAirways can you help us figure out our correct six digit confirmation number?
negative,"@USAirways AND my rebooked flt isn't until Monday??  AND I don't get a voucher for a hotel?!  Never again, US airways."
positive,@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice
neutral,@USAirways what about AA miles for USAir flights booked through American?
positive,@USAirways i hope i get the opportunity to join the team with this job opening!
negative,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?
negative,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive
neutral,@USAirways can you DM me please?
neutral,@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?
positive,@USAirways thank you! You have always been so good to me. I will follow up.
positive,@USAirways No Problem - he was the only person in the airport who would help :)
neutral,@USAirways Okee doke
positive,"@USAirways thank you! It's # 1875 from BWI, keep seeing different stats, from delayed to awaiting take off to delayed..."
positive,@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice
negative,"@USAirways I was told a ""return call"" by a human"
negative,"@USAirways guys I need help my reservations, tried calling and I'm told to call Late Flightr. Please help me here."
positive,@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!
negative,"@USAirways @PHLAirport Cancelled Flighted flight due to weather no problem, but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!"
negative,"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe"
neutral,@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!
negative,"@USAirways Every time I try, the line is disconnected b/c the system says you have too many calls. Glad your screw up matters so much to you"
negative,"@USAirways, another hour gone &amp; they sit with more snow on them! Seriously?! http://t.co/Fupf0UAyir"
negative,"@USAirways already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX."
negative,"@USAirways to a booked hotel for the night so I had to find him a room at midnight. Then say his bags will be on the plane, but can't (2/3)"
negative,@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3)
negative,@USAirways- can you tell me what the policy is for preboarding with small children? Is that still a thing?
negative,@USAirways haven't eaten all day either so lemme get that CC# so I can buy a burger across from the terminal.  #DoBetter @UsAirwaysSuck
negative,@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.
positive,@USAirways  big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked
negative,@USAirways you guys straight up suck ass
negative,"@USAirways still Effin waiting... Not weather delays, not engine trouble, but lack of crew?  Are you shitting me?"
positive,@USAirways I love you guys!!!
negative,@USAirways   my miles will expire on 2/29 and it could take someone 10 days to respond...I have over 150000 miles that I do not lose i❤usair
negative,@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?
negative,@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.
negative,"@timbennettg3 @USAirways Cancelled Flightled 4532 sch departure 8:38 am, wasn't snowing yet and other flights were still leaving #Fail"
negative,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l
negative,@USAirways is the 7th circle of hell right after the dmv. #noshadetothedmv
negative,@USAirways it's been three weeks since I was specifically told I would get a call back from your folks in AZ- should I keep being patient?
negative,@USAirways #Unbelievable that for 2 consecutive days I can't get through to a person.  On hold over 2 hours and still going
positive,@USAirways Can't wait for the trip. Thanks for getting me there!
negative,@USAirways What's the seat assignment policy? Why let us choose a seat only to change it on us two weeks Late Flightr?
negative,"@USAirways Yes, it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss."
negative,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?
negative,"@USAirways 4+ hour hold, finally Cancelled Flighted ticket! sticking to @delta @Expedia who allow easy online Cancelled Flights/refunds! http://t.co/RKVCZBpdCE"
negative,@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?
positive,@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice
negative,"@USAirways had baggage lost last night, no call from us airways and no bags and nobody answering phone #badcustomersrvice #whereismybag"
negative,"@USAirways if my flight's been Cancelled Flightled, and I can't reach anyone over the phone or ticketing agents, safe to assume I wasn't rebooked?"
negative,@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE
negative,@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.
negative,@USAirways rebooked me after i missed my flight..never called me and i didnt check my email.  I (cont) http://t.co/uTfDhxa8pU
negative,@USAirways #SOS WHERE IS MY BAG ?
negative,"@USAirways after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time &amp; you've given our seats away? Seriously??"
negative,@USAirways the American Eagle plane you're using for CLT to RDU is disgusting! You should be ashamed! #disgusting #ew http://t.co/B4xhiRuGzV
negative,@USAirways undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses #usairwaysfail
negative,@USAirways providing poor customer service by responding to complaints with a copy and paste tempLate Flight unreLate Flightd to complaint #usairwaysfail
negative,@USAirways I've been on hold for over 2 1/2 hours - there has to be an easier way to Cancelled Flight/get a refund... 😑😩 http://t.co/Cm4roIypc2
negative,@USAirways Inexcusable behavior by gate agent. Sorry isn't enough. #Flight850 #CLT-#BNA
negative,@USAirways chose you for a flight with very time sensitive arrival And you drop the ball. What gives? CLT #667 good way to lose my business
negative,@USAirways I'm trying to Cancelled Flight my flight within the 24hr window but have been on hold for over an hour. Is there an alternate # I can dial?
negative,@USAirways i've been on hold for an hour trying to change my flight!!! COME ON
negative,@USAirways what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!
negative,"@USAirways I'm assisting @marccopely. He is already rebooked. Agents rude, unhelpful, discourteous. #FrequentFlyers appalled. Unacceptable!!"
negative,@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1)
negative,@USAirways Look at that. The flight I have been trying to book for 3 days is gone. I guess someone got through. Thanks! Keep up the #Failing
negative,@USAirways no one at #clt knows about runway issues..my inbound flight was only one delayed..connection left without me..now I'm stuck!
negative,@USAirways flight 850. RUDE RUDE RUDE service! Awful.
neutral,@USAirways what is contact info to upgrade using advantage miles?
neutral,@USAirways @shivadelrahim what about upgrades?
negative,@USAirways what is with all the Cancelled Flightlations to PBI? We have pax at DCA that have been sent to 4 different lines between AAL and AWE. Help!
negative,@USAirways so I still need to stay on hold? http://t.co/04SDytT7zd
neutral,@USAirways how do you have only 1 flight into lexington this afternoon with the #1 @KentuckyMBB playing a big game tonight?  #DoBetter
negative,@USAirways seems to be the only airline without a dedicated line for status members
neutral,@USAirways Flight 1815 (N747UW) arrives at @FlyTPA following flight from @PHLAirport http://t.co/TtLwZgIyAg
positive,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!"
negative,@USAirways if one with @AmericanAir why can't you use American miles????
negative,@USAirways gold desk quoting me $900 to rebook due to weather. Can buy first seat on same flight for $440. Why? On hold for 45+ mins now
negative,@USAirways Sadly your words don't represent your company's actions. Talk is cheap.
neutral,@USAirways - what is your policy regarding large-size passengers who cannot fit into a single coach class seat?
negative,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer
negative,@USAirways on hold for 30 minutes &amp; counting to Cancelled Flight reservation booked within 24 hours - can I do it here? conf code: F6DK04 / XZMSCW
negative,@usairways - thanks for the 5+ hour flight from PIT to PHX with zero entertainment. Guess why I have a quarter million + miles on Delta
negative,@usairways I get extended hold times due to the weather...but 2-1/2 hours on hold (and counting). HELP!!
negative,@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful
negative,@USAirways - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund
negative,@USAirways your flight attendants are all jerks 🐳
negative,@USAirways Easily the most ridiculous experience trying to spend money with your company.
negative,@USAirways Was told it was a software bug. Told to call back this AM  Now your system is too busy to handle any calls this AM.  Clown shoes.
negative,@USAirways - been on hold with reservations for over 30 min already! #worstairline
negative,@USAirways now the 3rd issue with the plane is a fuel leak. They will let us know soon what they decide. #getmeoffthisplane #ineedabeer
negative,@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!
neutral,@usairways Does anyone know the hold times for USAirways reservations?
negative,"@USAirways flight 813 DCA to CLT stuck waiting on CLT ATC. Cmon #FAA Missing flt 826 CLT to MBJ, hope you can rebook me! 816?"
negative,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
negative,"@USAirways on hold for 1hr, 30min. Not willing to hang in there as long as @franchise02. @AmericanAir answered in 7 min. U are not 1 yet."
neutral,"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket"
negative,@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...
negative,"@USAirways paid to upgrade to first class, went up to Admirals club at PHX airport to be turned away because our flight is to CUN and not MC"
negative,@USAirways can you please post wait time-have been on hold for two hours
positive,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
negative,@USAirways I fucking hate your customer service. I've been on hold all morning trying to figure out why you Cancelled Flighted my flight.
negative,@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website
negative,@USAirways baggage drop at phl b/c is incredibly backed up... unacceptable service
neutral,"@USAirways we're glad to hear it. Out of curiosity, what causes such flight patterns?"
negative,"@USAirways trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled, can someone assist me?"
negative,"All followers please note that @USAirways is not taking customer service calls, nor responding by helping via soc. media #dontflyusairways"
negative,"@USAirways your checkin at @PHLAirport is a #shitshow, and the agent behind the counter who tried to send me to the wrong destination=rude!"
negative,@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail
neutral,@USAirways So no idea? Thanks...
negative,"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting..."
negative,@USAirways Trying to change my flight due to NYC travel advisory... your online system Cancelled Flighted my entire flight. Been on hold for over 1 hr
positive,@USAirways ok. Thank you
negative,@USAirways told to work it out ourselves #joke #fail
negative,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN
negative,@USAirways bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail
negative,@USAirways you call this a window seat? #airbus321seat14Fproblems http://t.co/ZKOE6clGiU
negative,@USAirways is there a number to call to modify reservation.  Please help. Very frustrating with american and us air merger
negative,"@USAirways quick, let's board a plane so that we can sit on runway for 2 hours #clockwork #scareways #neverfails @AUmilo1"
negative,"@USAirways flight 705 FRA-CAT did some odd zig-zagging movements over Frankfurt...
Is everything ok?"
negative,"@USAirways It's pretty hilarious that you want @SweetingR to finish his awful experience before doing something. Make it right, now."
negative,"@USAirways u would think if u were going to Cancelled Flight my flight, you'd rebook our seats to something other than the last row. #usairwaysfail"
negative,@USAirways no online clearly states I can NOT- It says to call res. I already explained that.
negative,@USAirways dealing w fam emergency. Was told was rebooked this am to AA flight 4297 out of ORD and now it's not in system. Need help ASAP.
positive,"@USAirways Got it, thanks!"
neutral,@USAirways International
negative,"@USAirways Hey, my bag was damaged flying with you yesterday. What can I do?"
neutral,"@USAirways landed at Phoenix, but we had to board a flight quickly to Vegas so no time at the airport. What now?"
neutral,@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!
negative,@USAirways @AmericanAir flight 849's four subsequent delays destroyed my travel plans this evening. Looking to resolve this matter.
negative,@USAirways I did at 7 pm! Still no bag..
positive,@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.
negative,"@USAirways Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25."
negative,@USAirways So when was I supposed to call the Internet Desk? Especially since my reservation told me to directly call the main 1-800 number?
negative,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?
positive,@USAirways hey guys just want to say I had the best flight ever! Thank you so much. I fell asleep and actually had a wet dream.
negative,@USAirways Can you help me update KTN on the profile?  Ticket book via AA &amp; that info didn't get pass on.  I've been on hold forever
neutral,"@USAirways you need to check information regarding hotels, shuttles, re routing flights, delayed flights"
negative,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father
negative,@USAirways How the heck does one get the Internet desk to authorize a waiver? Would that involved being on hold for another hour?
negative,"@USAirways &gt;250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues, seats, legroom, in air service."
negative,@USAirways REALLY? Tried that already-got message not available to do. Next idea?
negative,@USAirways I'm glad you're sorry that I'm homeless for the night. Makes me feel secure.
negative,@USAirways but in the meantime I'll be sleeping on a park bench on dadeland st.  Thanks guys!
neutral,"@USAirways ah, and I was only given one shuttle voucher, so if I do ever get back to the airport you'll be getting the bill"
negative,@USAirways wonder if this misery is considered a damage in a breach of contract lawsuit #lawyerup
positive,"@USAirways but don't worry! They found a hotel, it's only 45min away. I got there around 11:30pm, no problem."
negative,@USAirways at which point in told they have sold my voucher because I wasn't fast enough
negative,"@USAirways the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate. Took about 20min to get there"
negative,@USAirways I have a story for you. It starts with a two hour delayed flight that makes me miss my connection in Miami.
neutral,@USAirways No worries I was able to read @stephenrodrick entire book while holding. #TheMagicalStranger
negative,@USAirways refuses to compensate passengers when inconvenienced and wouldn't even rebook me on another airline. #disappointed
negative,@USAirways @stephenrodrick Your team needs to build capacity
negative,@USAirways -1st x told no travel advisory-now TWO hrs on hold &amp; disconnected. Fl from BHM to Charlotte to PHL won't go-HELP!!!
negative,"@USAirways Made about 30 calls to USAir today to merge of AAdvantage, Dividend Miles. Each time, says call back Late Flightr. #30timesenough"
negative,@USAirways fuck you.
negative,@USAirways worst customer service I've ever experienced. I'll never fly your airline ever again. I have to pay to sleep in Philly. Fuck you.
negative,@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN
negative,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?"
negative,"@USAirways - the worst! Hold time crazy, agents horrible, no accountability! #USAIRsucks"
positive,@USAirways Kudos to Robin at @PHXSkyHarbor Lost/Found for reuniting me w/ my iPad. She was delightful to work with!
negative,"@USAirways Website won't let me change online even though airline issued travel advisory, now on hold for 50 minutes. Help."
negative,"@USAirways  you were always my go to. What happened?  Airbus over Boeing, and now no customer service?"
neutral,@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?
negative,@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.
positive,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism
negative,"@USAirways literally the worst flying experience of my life, and I have flown a lot"
negative,@usairways I purchased a $49 upgrade on a flight 2 weeks ago and you gave it to someone else but I have not received a refund. Is this SOP?
negative,"@USAirways figure it out, have had 2 Cancelled Flightled flights in the past week. Now coming home 2 hour delay, and cart that pulls plane just broke"
negative,@USAirways 45 minutes on hold no help
negative,@USAirways transferred 4x pleeeeeeeease help!
neutral,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?
positive,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided
negative,@USAirways express my disappointment in your reservation department and the treatment of a Sailor dealing with a death in the family
neutral,@USAirways that's who I spoke to already. We've already booked another flight w/someone else. Thanks for your concern. Just wanted to
negative,@USAirways i thought @united was the worst airline but nah. You guys are far worse. Is @Delta the only decent airline out there?
negative,"@USAirways @keithlaw  I flew US Air for the first time yesterday, got propositioned by the flight attendant....true story!  #Creditcardsales"
negative,@USAirways 13 years of Naval Service and I run the travel department for all my commands...
negative,@USAirways US Airways website. So you double charge people when they book flights now? Apparently you have but I've never been booked twice
negative,@USAirways Already tried. How about Conf # via DM
negative,"@USAirways new slogan should be ""if you don't want to arrive on time, pick us"""
negative,@USAirways you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail
negative,@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine
negative,@USAirways I will send an email with details Late Flightr. Thank you for responding.
negative,"@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?"
negative,@usairways Need to change div miles ticket after travel started due to weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?
negative,@USAirways @AmericanAir I was supposed to get from fresno to pittsburgh by 10pm.  Instead I'm now not getting in until 4pm... tomorrow
negative,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID"
negative,@USAirways hello I have a question for you and your phone lines have jammed
negative,@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside
negative,@USAirways Just to follow up here is my experience: http://t.co/WJIiGZtiwg
negative,@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad
negative,"@USAirways how can I make a purchase, you take the money but I don't have a reservation...Explain"
neutral,@USAirways @AmericanAir are u paying incedentals? #noworstairline
negative,@USAirways @AmericanAir thought u merged but #USAirways sucks #worstever http://t.co/myNZitCovn
positive,@USAirways yes I did thank you! They did a great job turning the flight in jan !
negative,@USAirways worst customer service experience ever today. Get it together.
negative,@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys
negative,@USAirways your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from PHX to JWA. Help her out.
negative,@USAirways rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows
negative,@USAirways @AmericanAir terminal E in Miami is still the worst most smelly airport ever. Thanks for nothing.
negative,@USAirways I did &amp; was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.
negative,@USAirways Cancelled Flightled our original flight to aruba. Now on the way home we were told we don't have seats. Never flying @usairways again
negative,@USAirways it's not misjudging it's a deliberate strategy. Seen it multiple times on USAir. Makes staff life easier at expens of passengers
negative,@USAirways - delayed 1851. Need an extra 5 min to make 1769. Would appreciate a little help again this week.
negative,@USAirways you suck and you ruined my day. And my vacation isn't even until June.
negative,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered"
negative,@USAirways thanks for nothing
negative,@USAirways 2 bad planes &amp; 3 gate changes= lots of exercise. #travelfail let's hope this plane works. I'm tired.
negative,"@USAirways Good info, but am already signed up for all options.  None of which sound like they applied to the 'missing' emails."
negative,@usairways is there not a faster way to get me to Columbia Sc than making me stay in CLT over night after my delayed flight?
positive,@USAirways thank you
negative,@usairways and @american please get my plane together before I go to Jetblue
negative,"@USAirways found the tix#, security code not working. Tried a dozen times."
negative,"@USAirways Nightmarish customer service. Further to that, as an elite member, I'm appalled."
negative,@USAirways I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.
negative,@USAirways if you get my bag from E Gate to B Gate at the Charlotte airport before my 6 pm flight (Late Flight cause of yall) I’ll ride US for life
negative,@USAirways nothing important to do.  Why was I told to wait in the @AmericanAir line?  #patiencerunningout
neutral,@USAirways How do I redeem my pass to the admirals club? I have 1 free visit with my barclay card membership. And can I bring a companion?
neutral,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL
negative,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip
negative,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip"
negative,@USAirways there is a travel advis for nyc and phil PA  -winter weather- but U.S. Air hasn't posted one yet. Can I still change flt wo pen?
negative,@USAirways I'm trying to Request Missed Mileage and it keeps saying it can't my flight from 2/13. Then it says call the number.
negative,@USAirways flight 413 my carryon is missing.stollen off plane or left at gate. Worst customer service. Doesn't seem to be anyone's concern.
negative,@USAirways how about checking the plane before having everyone board the plane? #pissed
neutral,@USAirways Used 2 get emails 1) pre-purchase a snack and 2) when time to check in. Got neither 4 tomorrow's trip. Do they not get sent now?
negative,@USAirways Wishing we had our luggage. 2 days now. Had to pay our way from St Thomas to San Juan. Spent extra $$$ because of this mess up.
neutral,"@USAirways I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you"
negative,@USAirways How do I get through?
negative,@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck
neutral,@USAirways any chance of a travel advisory or DCA this weekend?
positive,@USAirways Yes thank you. Appreciate u checking...
negative,@USAirways why I can't book a flight to PRN through your website?
neutral,"@USAirways Yes, it was Sunday."
negative,@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies
negative,@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!
negative,"@USAirways more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing."
positive,"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
negative,@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX
neutral,@USAirways That's not the question. Question is: how do I get past the computer fastest if we both know that the computer can't help me?
negative,@USAirways have checked all day.  CHO needs added.  Please evaluate.
neutral,@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?
neutral,@USAirways can u tell me if 5238 from clt to Jan has gotten out of the gate yet?  I will have a tight connection out of clt to mco.
positive,@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her
neutral,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.
negative,@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel
negative,@USAirways it's painful being on hold to you!! Really 25 minutes to change a flight!! http://t.co/ocqk0JFXuA
negative,"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm."
negative,"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer."
positive,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.
negative,"@USAirways Batting 1.000! Four flights in a month, all four delayed!"
negative,"@USAirways I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed"
negative,@USAirways Merging AA and DividendMiles yield an error. What are the _exact_ steps to navigate the phone menu? All I get is a computer.
negative,@USAirways #2066. Was on plane from PBI to CLT and knew about the frozen water. Also saw a plane to NYC take off at the gate next door!
negative,"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?"
positive,@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.
neutral,@USAirways I am just trying to establish what your policy is. Thanks!
negative,"@USAirways fight was delayed 3 hrs in MCO, now I'm stuck in Philly with a standby ticket, flight 4009. Solution needed."
negative,@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU
neutral,@USAirways it's vegas baby who doesn't have a good time in vegas lol
neutral,@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn
negative,"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS"
negative,"@USAirways see? No response? Obviously you think this ""service"" is acceptable. #customerservicefail"
neutral,@USAirways absolutely
negative,@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!
negative,@USAirways @AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers
negative,@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has
negative,@USAirways we have seats.  on phone Iwas  told I was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?
negative,@USAirways waiting for bags now over 25min in Phl bag claim!
positive,@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.
negative,@USAirways flight is already over. I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking
negative,@USAirways Call volumes are high so the best answer is to hang up on me?
neutral,@USAirways will you please start offering more routes out of @triflight to more locations instead of just charlotte and atlanta
positive,"@USAirways Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas"
negative,@USAirways yes but lost a whole day.  Frustrating!!  #poor customer service
negative,@USAirways Saddens me that my first tweet - ever - has to be a complaint about customer service.
negative,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?"
negative,@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.
negative,@USAirways yes had to go pick up and pay 40 cab ride very rude employee poor customer service
neutral,@USAirways can I bring mini bottles of booze on to my flight?
negative,@USAirways your staff at LAX really messed up on this one. Failing to scan my suitcase tag.
negative,@USAirways Not happy with start of trip!  Cancelled Flightled flight #poor customerservice
neutral,@USAirways Nice try.  Doesn't apply to Philly.
neutral,@USAirways what is your policy around bringing a breast pump on board?
positive,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!"
negative,@USAirways I'm glad too. But I should not have to spend an hour to try and track down the basic information that you already have available.
neutral,@USAirways Will you guys be offering no-fee changes for flights out of DCA tomorrow afternoon?
neutral,@USAirways how can i get ahold of a reservations supervisor?
negative,@USAirways I called the BTV desk; they had more information - so it exists.  Your systems don't make it easy for the customer to access it.
